customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,customer_region_Nordeste,customer_region_Norte,customer_region_Sudeste,customer_region_Sul
48,31,294.92,4,5.7,11,12,6,51.43,1,4,6,9,False,False,False,False
60,47,1842.3,1,6.68,2,14,4,23.56,3,5,9,7,False,False,False,False
40,95,273.36,1,40.02,11,6,2,20.87,3,1,3,2,False,False,False,True
31,112,401.35,3,85.02,3,11,0,46.33,1,3,10,4,False,True,False,False
65,85,588.28,6,12.54,5,11,2,28.67,2,1,9,4,False,False,False,False
18,73,1024.58,1,48.36,9,9,1,16.98,1,0,11,3,False,False,False,True
30,45,139.62,4,5.5,7,8,1,60.85,1,7,1,10,False,False,True,False
24,64,262.51,2,10.43,3,6,4,43.68,3,2,4,4,False,False,False,False
46,65,167.97,2,5.72,1,11,6,26.01,2,2,1,6,False,False,False,False
53,29,884.96,3,7.33,5,9,2,36.56,1,1,9,2,False,False,False,True
36,92,282.15,4,26.43,1,10,2,40.96,1,0,10,4,False,False,False,True
19,10,722.59,1,13.43,1,12,3,21.72,2,2,2,5,False,False,False,False
41,51,1046.11,2,16.42,5,9,3,28.61,1,1,2,3,False,False,True,False
61,56,252.64,1,60.18,4,9,1,37.88,3,5,5,7,False,False,False,False
22,92,155.32,4,4.24,11,13,2,49.59,2,1,8,4,True,False,False,False
63,5,236.62,6,1.56,3,6,1,38.04,2,2,2,6,True,False,False,False
50,72,188.41,1,0.97,5,10,4,50.42,3,2,2,4,False,False,True,False
32,37,309.42,5,12.45,9,11,1,43.55,1,3,7,6,True,False,False,False
46,57,537.08,6,9.44,2,12,2,38.06,3,2,11,5,True,False,False,False
47,76,1183.03,2,13.32,2,4,3,25.1,3,1,1,4,False,True,False,False
48,56,150.15,5,36.37,7,6,4,44.72,2,3,9,6,False,True,False,False
45,74,239.69,6,59.64,9,12,3,33.4,3,1,2,3,False,False,False,True
42,30,538.87,2,2.64,1,8,5,60.65,3,1,6,3,False,True,False,False
23,79,395.21,6,74.49,1,4,2,24.55,3,0,5,3,False,True,False,False
18,79,283.05,2,59.35,11,10,1,44.55,2,2,5,4,False,True,False,False
67,111,422.86,5,33.25,3,14,2,43.08,1,1,8,4,False,False,True,False
69,45,294.35,5,124.56,1,5,1,48.81,1,1,1,5,False,True,False,False
53,117,416.24,6,32.2,4,3,1,43.04,1,1,6,7,False,True,False,False
53,25,1378.39,6,33.66,4,2,1,29.72,3,1,7,5,False,False,False,True
54,37,85.19,2,8.23,1,9,4,43.76,3,0,0,3,False,False,False,True
38,106,150.59,5,15.04,4,13,3,41.22,1,0,2,3,True,False,False,False
30,33,450.21,2,12.47,1,8,2,38.85,3,1,4,3,False,True,False,False
22,20,560.06,5,2.76,5,2,4,16.11,1,1,2,4,True,False,False,False
46,100,334.05,3,8.24,1,6,0,51.93,1,2,6,3,False,False,False,True
65,22,310.54,6,3.49,2,4,2,24.61,2,0,4,3,False,False,False,True
65,49,378.62,6,0.28,1,12,5,60.64,1,0,8,2,False,False,False,False
20,106,594.58,2,33.9,11,2,3,15.49,2,2,7,4,False,False,False,True
29,113,688.33,1,46.3,4,8,0,44.52,2,0,5,3,True,False,False,False
51,75,429.31,4,50.38,6,12,1,40.03,1,1,11,3,False,False,False,True
47,85,252.69,1,8.74,5,4,2,30.52,3,0,11,3,False,False,True,False
59,28,182.5,3,64.83,2,6,3,43.46,1,2,6,4,True,False,False,False
34,91,669.56,1,54.47,1,10,7,39.14,2,0,4,2,True,False,False,False
27,96,737.98,1,48.36,11,13,1,49.33,1,4,4,9,False,True,False,False
26,58,339.9,5,29.12,6,10,2,32.35,3,3,11,7,False,True,False,False
52,117,302.19,2,19.58,9,5,2,35.24,3,1,11,4,False,False,False,False
69,93,110.52,2,181.97,4,5,2,56.5,3,3,2,5,True,False,False,False
50,100,90.48,6,18.36,9,14,2,52.33,1,1,7,4,False,True,False,False
18,102,62.54,4,43.26,7,6,2,17.98,3,2,7,5,False,False,True,False
35,75,568.76,6,36.58,3,4,5,41.82,2,2,3,5,False,False,True,False
60,42,96.41,1,81.15,10,5,1,48.83,2,2,8,4,False,False,False,True
66,81,102.64,3,11.84,7,5,1,44.54,1,1,7,4,False,False,True,False
36,115,437.82,2,37.85,8,6,3,55.64,3,0,3,2,False,False,True,False
55,119,913.63,3,16.42,1,8,2,28.01,1,2,9,7,False,False,True,False
26,36,261.2,2,77.81,6,7,2,32.74,1,2,0,5,False,False,True,False
18,99,132.19,5,23.5,3,7,2,38.18,2,2,9,6,False,False,False,True
52,97,612.64,4,42.0,2,4,1,37.52,1,1,5,3,False,False,True,False
32,79,396.07,4,126.81,1,9,2,43.86,1,2,4,4,False,False,True,False
20,7,101.11,5,37.34,6,4,0,47.18,1,2,2,4,True,False,False,False
25,77,342.43,3,29.84,10,10,0,30.85,1,2,10,4,False,False,True,False
48,96,685.32,2,21.93,7,11,4,23.36,2,1,9,3,True,False,False,False
48,32,1185.42,6,2.42,6,4,3,39.71,3,3,8,6,False,False,False,False
21,54,159.16,2,11.63,10,10,4,49.6,3,3,0,6,True,False,False,False
24,82,446.12,1,2.7,3,6,1,45.03,3,1,1,3,True,False,False,False
56,78,186.08,1,9.96,9,3,0,45.79,3,4,3,7,True,False,False,False
44,82,323.03,4,15.4,9,3,3,28.96,1,2,4,6,False,False,False,False
50,30,1044.83,4,5.89,2,4,1,27.55,3,2,8,3,False,False,True,False
25,56,312.04,3,9.09,6,7,0,12.04,3,0,4,2,False,True,False,False
68,30,122.91,4,29.2,8,2,2,44.45,3,2,11,4,False,False,False,False
39,102,465.62,1,2.63,3,12,3,19.67,3,2,8,4,False,False,True,False
38,36,906.87,5,40.28,2,12,2,17.47,1,4,8,6,False,False,False,True
37,45,375.02,1,21.53,7,8,2,47.51,2,1,5,3,False,False,False,False
63,7,710.01,4,1.14,11,11,2,33.22,3,0,9,1,False,False,False,True
53,72,728.57,3,31.13,5,8,1,51.31,2,3,11,5,False,False,False,False
53,82,382.09,2,71.83,9,6,4,45.79,2,2,11,6,False,False,False,True
51,15,1070.81,3,68.36,10,4,2,32.49,3,2,11,5,False,False,True,False
43,3,499.62,1,43.79,4,3,5,47.72,1,1,5,3,False,False,False,True
43,71,74.01,2,1.13,6,8,6,55.68,2,0,2,4,False,False,False,False
21,4,68.73,6,39.5,11,9,2,45.93,3,2,5,5,False,False,True,False
54,74,44.28,5,12.11,10,2,1,11.14,1,3,1,6,False,False,True,False
69,93,683.92,1,11.75,11,5,1,46.89,2,1,2,7,False,True,False,False
49,105,297.92,1,4.48,7,4,1,27.89,3,1,11,5,True,False,False,False
27,35,913.88,5,80.41,4,5,0,12.67,2,0,1,0,False,False,False,False
51,53,409.77,6,8.23,3,5,5,43.93,2,1,10,3,False,False,False,False
43,50,640.13,1,16.48,2,3,2,51.76,3,1,6,4,False,False,False,False
69,26,809.46,4,11.19,6,12,1,25.73,3,1,6,2,True,False,False,False
38,32,584.26,4,197.07,11,3,3,30.05,2,0,0,2,False,True,False,False
60,86,161.35,6,31.79,10,7,0,39.77,3,2,7,5,False,False,True,False
55,114,395.99,5,1.23,5,9,2,40.41,2,1,8,5,False,False,True,False
35,88,604.68,1,9.47,3,3,3,41.71,1,2,9,5,True,False,False,False
20,95,418.82,1,17.33,7,2,2,47.46,3,3,3,5,True,False,False,False
49,2,404.4,6,30.7,8,9,3,28.47,3,1,7,4,False,False,False,False
51,108,142.86,3,28.3,4,13,0,58.16,1,2,3,4,False,False,False,True
30,17,354.6,5,32.14,5,8,3,54.52,3,2,11,3,False,False,True,False
44,38,275.71,2,44.99,1,5,2,28.46,2,3,2,6,False,True,False,False
44,100,335.96,4,12.24,1,7,2,37.07,3,2,9,5,False,True,False,False
42,110,85.18,6,17.14,4,9,2,36.32,2,5,6,7,False,False,False,True
39,15,290.71,5,63.27,11,3,1,40.71,3,1,9,3,True,False,False,False
22,20,184.64,5,70.89,3,13,1,37.85,2,2,10,4,False,True,False,False
31,108,544.72,4,13.02,3,12,4,40.15,3,1,0,3,False,False,False,True
69,95,385.14,1,12.27,6,10,3,33.19,2,0,6,4,False,False,False,False
30,74,718.63,4,19.52,5,4,4,40.7,1,5,1,7,False,False,False,False
38,118,44.51,2,19.24,7,8,2,43.36,1,1,6,3,False,False,False,True
51,56,213.14,2,21.35,10,5,3,66.87,1,3,11,7,False,False,False,True
34,84,206.01,4,20.09,10,7,2,45.23,2,1,3,6,False,True,False,False
54,47,338.2,2,19.02,3,3,1,41.31,3,2,0,4,False,False,True,False
62,30,98.29,4,31.32,3,9,2,39.85,3,1,7,3,False,False,True,False
61,77,548.28,4,6.97,8,10,4,23.73,2,0,9,5,True,False,False,False
64,25,802.36,6,127.73,10,3,0,56.31,2,2,11,3,False,False,False,False
38,54,778.11,2,57.87,4,9,2,28.0,1,1,0,4,False,False,True,False
57,39,994.43,4,2.77,2,13,1,23.66,1,1,0,3,False,False,False,False
41,81,334.41,3,22.06,5,6,3,56.51,1,2,8,5,False,False,False,False
47,13,538.64,6,34.79,5,4,4,47.44,3,0,0,2,True,False,False,False
27,103,139.01,1,65.76,9,5,0,39.19,1,1,8,3,False,False,False,False
67,80,698.88,4,40.52,10,4,2,57.85,1,0,5,3,False,False,True,False
42,62,446.26,3,50.52,1,9,3,43.92,2,0,7,2,False,True,False,False
47,32,265.32,2,22.56,7,4,3,47.47,3,1,0,2,False,False,False,True
21,21,1096.16,3,12.13,8,12,3,51.3,2,2,4,4,False,True,False,False
18,33,174.48,5,10.3,9,6,2,39.98,3,1,5,3,False,False,False,False
67,96,300.5,3,17.53,1,8,4,50.43,2,1,6,3,True,False,False,False
60,98,872.85,5,12.55,3,9,3,52.29,1,1,0,3,False,False,True,False
56,34,407.16,6,54.62,9,7,1,23.3,3,1,8,3,True,False,False,False
60,68,638.46,6,1.97,3,12,2,36.67,1,1,10,3,False,False,False,True
59,106,503.34,3,66.18,8,9,3,56.15,1,3,7,5,False,False,False,False
42,11,306.18,2,14.2,8,12,3,34.77,3,0,7,2,False,True,False,False
52,96,626.91,5,82.54,1,12,2,55.81,2,3,7,6,False,False,False,False
48,65,625.39,1,15.25,3,9,1,36.23,1,6,10,10,False,False,False,False
34,23,413.3,5,9.08,7,4,3,31.71,2,1,5,3,True,False,False,False
23,19,678.17,1,0.35,4,13,1,32.05,2,0,2,1,False,False,False,True
45,92,562.8,2,9.95,11,8,4,33.53,1,2,11,5,False,False,False,False
49,50,193.2,2,79.61,8,14,2,51.27,2,0,3,2,False,True,False,False
32,83,129.27,3,34.51,2,6,1,59.01,1,0,5,1,False,False,True,False
28,69,507.04,4,33.01,8,14,1,37.46,3,1,3,3,True,False,False,False
20,95,528.58,5,64.36,8,12,1,45.03,1,0,4,2,True,False,False,False
68,42,223.52,4,3.91,6,8,2,37.53,1,2,8,5,False,False,False,False
20,101,751.24,4,34.33,5,10,4,41.19,3,0,6,4,True,False,False,False
23,4,504.76,1,5.16,6,14,4,51.09,1,2,3,5,True,False,False,False
24,26,135.14,6,0.43,9,14,0,46.39,1,4,10,6,False,False,False,True
55,49,171.35,5,20.19,9,7,2,39.96,1,1,6,4,False,True,False,False
31,20,409.54,6,0.82,4,8,3,45.69,3,1,6,5,True,False,False,False
40,62,298.61,2,10.01,11,7,1,38.65,1,2,10,3,False,True,False,False
44,39,70.87,6,16.05,6,4,3,22.09,1,1,11,5,False,False,False,False
20,34,374.01,2,15.1,5,7,3,32.15,2,0,8,3,False,False,False,False
41,33,1101.33,2,6.35,7,3,2,27.81,1,4,4,6,True,False,False,False
37,52,409.61,3,2.29,4,9,1,20.85,3,2,1,4,True,False,False,False
60,37,428.76,4,29.54,10,11,5,44.5,1,0,2,2,False,False,False,True
40,70,519.32,5,14.47,1,9,2,15.42,3,0,6,3,False,False,False,False
46,91,554.43,3,121.75,5,12,1,32.33,1,2,6,4,False,False,False,False
48,115,788.38,3,18.53,11,11,5,24.37,2,1,5,6,True,False,False,False
55,64,385.0,4,34.14,1,10,4,34.33,3,1,8,4,False,True,False,False
69,18,509.8,6,39.45,9,8,0,37.35,2,2,3,4,False,False,True,False
21,26,431.62,5,15.21,1,9,3,45.21,2,3,5,6,False,True,False,False
33,55,442.57,2,26.19,8,7,1,35.59,2,3,3,5,False,False,True,False
41,85,350.94,6,0.36,9,9,1,46.38,1,3,10,5,False,False,False,True
39,97,22.06,5,41.75,4,8,3,31.92,1,1,7,5,False,False,False,True
54,88,531.07,6,13.17,5,5,4,31.21,3,1,10,4,False,False,False,True
66,96,392.41,2,59.32,4,4,2,41.41,2,2,7,4,False,False,False,True
45,105,323.22,2,17.67,10,6,4,27.26,3,2,8,4,False,False,False,True
61,66,225.29,6,24.51,2,5,0,40.58,2,0,0,2,False,False,False,True
37,51,689.71,6,28.16,11,12,1,42.06,3,2,9,6,True,False,False,False
37,58,441.56,1,63.4,7,12,4,44.68,1,2,8,4,False,False,False,False
51,48,596.5,6,41.61,4,10,1,31.28,3,3,7,7,True,False,False,False
27,48,112.19,1,119.93,3,5,2,18.1,2,1,6,2,True,False,False,False
69,43,178.55,6,4.1,4,2,3,28.95,1,0,6,2,False,True,False,False
38,11,431.19,6,4.15,2,8,2,29.1,1,0,0,2,False,True,False,False
23,11,716.94,2,47.16,6,10,2,48.38,1,0,3,4,False,True,False,False
47,88,323.9,6,7.55,6,12,4,46.86,1,1,10,5,False,False,True,False
31,95,817.01,2,30.9,6,3,0,49.14,3,2,1,4,False,False,True,False
33,32,404.07,2,2.57,1,5,4,61.21,2,1,2,5,False,False,False,False
50,15,512.44,3,80.42,5,3,0,23.19,2,1,0,3,False,False,False,False
32,87,1668.29,4,6.11,2,10,4,6.69,2,0,6,2,False,False,False,False
43,11,591.83,2,23.01,6,2,2,47.96,1,2,1,4,True,False,False,False
52,112,204.45,6,1.19,4,14,2,35.5,2,1,1,4,True,False,False,False
69,47,270.58,1,0.39,11,14,5,36.89,3,0,7,1,False,True,False,False
63,47,410.21,4,74.57,4,13,1,26.16,3,1,6,3,False,False,False,False
50,70,839.51,3,7.81,9,10,1,33.86,1,0,9,3,False,True,False,False
30,101,102.23,5,22.56,5,5,3,28.58,1,0,0,2,True,False,False,False
30,67,234.08,4,15.28,3,3,0,43.87,1,0,0,2,True,False,False,False
53,83,246.89,3,68.36,10,2,1,56.74,2,0,9,4,False,False,False,True
23,119,473.34,1,70.21,1,12,1,22.94,3,2,8,4,False,True,False,False
57,44,386.87,3,0.6,4,9,3,36.63,1,1,11,3,False,False,True,False
45,116,182.12,6,0.19,5,8,2,45.9,2,3,0,5,False,False,False,False
68,59,82.45,3,57.8,2,4,4,52.47,2,2,1,6,False,False,False,True
21,74,453.7,3,15.62,3,5,3,40.45,3,3,11,6,False,False,False,False
68,90,1117.53,2,16.17,10,8,4,13.09,1,3,5,5,False,False,False,False
33,43,358.17,6,19.15,7,14,3,39.69,2,0,7,1,False,False,True,False
65,63,373.68,2,18.85,3,13,1,34.5,1,1,1,3,True,False,False,False
53,69,791.28,6,31.81,11,13,1,31.15,1,1,9,2,True,False,False,False
42,59,218.8,3,1.91,8,8,2,41.83,1,0,11,2,False,False,False,True
36,84,170.47,6,16.49,10,9,2,63.93,3,4,10,7,False,True,False,False
56,52,28.27,3,30.59,4,13,3,37.13,3,0,10,3,False,False,True,False
19,95,234.15,5,9.05,1,14,4,58.73,1,4,2,7,False,False,False,True
38,49,170.59,2,6.35,2,12,0,32.01,2,2,9,3,False,True,False,False
32,55,477.09,3,31.47,5,9,2,50.05,1,3,8,6,False,True,False,False
59,78,643.22,5,23.05,9,5,1,26.0,3,3,0,9,False,False,False,True
58,88,695.84,5,102.24,11,4,1,29.16,2,2,0,5,True,False,False,False
37,61,141.37,5,48.13,11,11,0,30.74,2,0,2,0,False,False,True,False
44,119,288.94,2,42.7,5,3,2,42.4,1,2,0,4,False,False,False,True
59,53,686.0,1,0.04,3,9,2,40.03,3,2,5,5,False,True,False,False
24,28,1328.4,1,6.51,5,7,0,38.42,2,0,6,2,True,False,False,False
45,26,279.65,4,15.44,6,5,2,52.15,3,0,4,3,False,False,False,False
63,107,126.41,4,0.23,2,11,2,15.17,3,3,1,5,False,False,False,True
29,59,288.44,5,48.39,6,7,4,31.23,3,1,2,3,False,True,False,False
20,11,251.16,6,16.08,1,11,2,59.45,3,2,0,5,False,False,True,False
52,49,1220.13,4,8.98,8,2,1,47.14,1,1,2,3,False,False,False,True
38,94,337.17,4,4.47,2,10,1,56.28,3,3,4,5,True,False,False,False
24,45,1402.67,1,43.56,9,8,4,51.51,2,5,3,9,False,False,False,True
39,85,19.28,1,24.08,3,3,6,27.06,3,1,6,5,False,False,True,False
34,25,397.06,2,46.37,3,4,4,33.63,3,1,8,5,False,False,False,True
27,112,171.07,5,21.51,4,12,5,56.26,3,1,7,4,False,True,False,False
26,110,474.72,4,67.29,11,7,5,20.34,3,3,10,6,False,False,False,True
52,29,661.76,1,18.87,11,13,0,60.04,1,2,3,3,False,False,True,False
51,40,304.38,1,14.74,6,12,4,9.06,2,1,1,5,False,False,False,True
37,62,40.76,2,23.68,2,5,1,17.34,2,1,2,3,False,False,True,False
34,21,893.66,1,33.3,2,10,3,34.3,1,2,0,4,True,False,False,False
57,49,168.11,6,16.51,6,14,2,53.71,1,0,5,3,False,False,True,False
67,57,241.88,5,15.57,11,2,1,37.43,3,2,9,5,False,False,True,False
30,38,477.33,3,31.61,8,3,2,40.72,2,0,4,2,False,True,False,False
41,79,421.32,5,110.56,2,3,1,54.37,3,1,6,4,False,False,False,True
27,92,431.56,2,10.09,11,14,3,36.02,2,0,8,4,True,False,False,False
45,57,635.09,5,19.89,4,11,0,33.25,1,2,6,6,False,False,False,False
26,73,374.93,3,54.23,1,7,5,37.95,1,1,11,6,False,True,False,False
59,35,23.06,6,52.52,9,6,2,16.46,1,3,5,5,True,False,False,False
24,15,278.68,3,120.51,10,6,1,54.73,2,3,4,7,False,True,False,False
38,72,213.31,4,45.78,4,3,3,51.85,2,2,0,4,True,False,False,False
44,64,397.4,4,55.68,5,11,1,47.16,3,2,8,5,False,True,False,False
24,94,503.92,4,42.32,9,14,2,42.51,2,0,4,1,True,False,False,False
35,22,321.82,3,30.58,5,9,3,38.71,3,0,5,4,False,False,False,True
41,43,586.65,4,45.95,4,11,2,33.25,3,1,2,6,True,False,False,False
67,15,340.13,5,4.8,2,7,0,21.06,3,1,4,5,False,False,True,False
31,77,242.59,1,41.85,6,11,0,52.78,3,2,8,3,False,False,False,False
31,19,493.15,5,31.89,11,8,2,21.14,2,0,9,2,False,True,False,False
68,92,736.84,4,16.38,3,13,1,39.05,3,6,3,10,False,True,False,False
18,101,639.58,1,27.65,7,6,0,28.21,2,2,11,4,False,False,False,False
59,94,411.69,4,67.98,4,4,4,27.55,2,2,8,5,False,False,False,True
40,6,1113.42,2,3.15,2,14,2,53.98,3,3,3,6,True,False,False,False
19,83,188.37,3,34.16,11,10,0,54.03,2,3,2,4,False,False,False,False
51,81,129.27,4,4.3,2,7,3,47.36,3,4,5,8,False,True,False,False
47,91,497.48,1,13.11,2,12,3,31.82,2,2,2,4,False,False,False,True
53,55,443.93,2,44.28,3,2,2,27.08,2,2,0,6,False,True,False,False
38,36,399.95,6,2.85,4,4,0,42.29,1,4,9,7,False,False,False,True
69,81,70.41,6,18.87,5,4,2,49.5,2,0,10,2,True,False,False,False
44,100,267.66,1,76.87,10,5,3,59.97,2,1,7,3,False,True,False,False
61,24,463.79,3,2.08,5,10,1,35.79,3,2,8,6,False,False,True,False
60,74,511.22,6,12.99,11,8,1,47.68,2,0,10,1,False,False,False,True
58,104,706.06,4,9.59,6,12,3,46.66,3,3,9,5,False,False,False,False
26,75,519.09,5,83.58,4,11,5,40.47,2,0,0,5,False,True,False,False
58,33,125.78,6,42.94,11,7,1,43.77,1,1,6,4,False,False,False,False
18,23,232.63,6,6.27,2,3,3,52.6,1,3,4,6,False,True,False,False
45,108,600.7,3,92.51,5,5,3,37.42,3,2,9,7,True,False,False,False
47,99,76.13,1,20.98,7,14,6,23.08,1,2,3,5,False,False,False,True
21,56,635.34,3,8.93,10,9,2,37.2,3,0,9,3,False,True,False,False
68,118,352.41,6,46.65,2,2,2,29.6,1,2,11,4,False,False,False,True
55,52,120.2,2,0.47,10,5,3,4.61,2,4,3,9,True,False,False,False
41,89,203.38,2,71.48,2,10,1,38.52,2,3,11,8,False,False,False,True
60,23,163.57,1,54.73,2,2,1,38.28,3,2,0,3,True,False,False,False
51,46,432.25,3,23.32,7,13,0,58.99,1,1,4,1,False,False,True,False
28,85,1137.22,1,79.88,11,3,0,24.07,2,3,3,5,False,False,False,False
66,91,345.83,1,9.27,1,14,6,54.81,3,0,8,3,False,True,False,False
23,83,158.09,3,12.76,11,4,2,20.42,2,2,5,6,True,False,False,False
29,118,433.61,4,17.2,11,11,6,45.03,2,0,4,4,False,True,False,False
22,19,307.3,6,7.7,7,9,3,20.07,1,1,6,4,False,True,False,False
53,5,242.57,5,21.93,8,3,0,22.11,2,3,9,5,False,False,True,False
55,65,519.47,4,7.37,3,7,2,42.04,3,1,1,4,False,False,False,False
40,71,560.25,2,57.77,7,7,0,43.84,3,0,6,1,False,False,False,False
20,117,811.98,6,45.07,2,2,2,36.62,1,0,5,5,False,True,False,False
24,39,544.17,6,60.98,7,9,3,27.71,3,2,10,4,False,False,True,False
45,109,243.3,4,41.2,6,5,3,58.33,1,2,3,5,True,False,False,False
37,89,73.03,1,36.44,3,12,2,27.42,2,2,7,4,False,False,False,True
39,112,531.95,1,51.91,7,13,3,51.81,2,1,8,3,False,False,False,False
49,95,259.39,1,8.78,5,2,5,56.7,3,0,0,4,True,False,False,False
66,41,366.75,6,12.65,6,10,3,38.42,1,1,7,3,False,False,False,True
28,99,1095.19,5,43.47,11,9,0,70.01,2,3,8,3,False,False,False,False
55,21,187.18,3,2.86,10,6,1,35.7,3,3,4,6,False,False,False,True
18,31,319.65,3,90.21,11,11,1,47.59,1,2,2,4,False,False,True,False
48,89,349.87,5,10.05,4,12,1,35.87,2,1,9,3,False,False,False,True
65,43,429.95,1,4.96,8,8,1,52.38,1,1,1,2,False,False,False,False
35,108,843.11,5,3.37,3,2,2,48.89,3,2,11,4,False,True,False,False
43,105,205.41,4,18.64,11,8,1,36.98,1,0,11,1,True,False,False,False
67,104,213.17,1,27.89,1,6,0,54.09,3,0,6,2,False,True,False,False
63,14,139.73,4,39.35,4,2,2,55.53,3,0,4,3,True,False,False,False
38,2,1003.78,6,8.75,7,13,1,20.2,3,3,3,5,False,False,False,True
41,35,281.81,2,2.39,2,12,0,40.03,3,1,6,3,False,False,False,False
63,114,491.93,4,39.3,1,11,0,30.19,3,3,11,4,False,True,False,False
41,52,971.7,3,27.64,7,8,0,55.05,1,3,0,5,False,True,False,False
35,24,519.41,6,6.98,9,5,2,9.73,3,0,4,5,False,True,False,False
29,101,87.28,1,13.01,4,13,4,31.42,1,3,3,7,False,False,True,False
51,13,625.19,3,58.46,7,8,0,38.54,1,0,3,1,False,False,False,False
47,80,681.46,6,9.48,5,2,1,67.06,3,1,4,2,False,True,False,False
47,40,457.72,5,91.11,8,14,1,48.77,1,3,2,5,False,True,False,False
46,87,506.53,6,2.69,8,11,1,31.43,3,1,1,4,False,True,False,False
65,42,238.77,1,13.09,9,3,1,5.81,2,1,10,3,False,False,True,False
23,66,302.48,1,40.62,11,6,1,43.64,3,1,0,3,True,False,False,False
63,31,1010.66,1,15.43,4,13,2,31.92,2,0,7,3,False,False,False,True
23,38,117.62,5,29.79,10,10,1,40.32,1,2,6,4,False,False,False,True
31,83,985.11,6,16.69,10,10,1,52.66,2,1,10,3,False,True,False,False
41,84,395.57,4,28.52,8,10,0,35.2,2,2,4,2,True,False,False,False
34,66,165.88,3,19.29,5,11,3,41.46,3,0,9,3,True,False,False,False
40,48,121.36,6,20.14,11,13,2,41.34,2,2,7,6,True,False,False,False
44,6,190.61,3,0.42,7,14,3,28.18,3,2,8,5,False,True,False,False
32,55,155.43,1,21.94,9,14,2,20.3,1,2,9,5,True,False,False,False
46,113,351.66,6,20.89,6,11,2,58.14,1,1,9,4,False,False,True,False
24,43,881.02,6,29.34,11,8,4,42.09,3,1,8,3,False,True,False,False
24,7,1034.61,4,74.44,8,7,1,40.22,3,1,2,5,False,True,False,False
61,83,126.06,2,31.41,11,14,2,22.18,2,2,8,5,False,False,True,False
18,84,777.07,3,15.61,5,6,0,41.61,2,3,1,5,False,False,False,True
43,75,193.84,4,8.65,10,11,2,51.39,3,1,9,3,False,False,False,True
57,48,922.81,4,18.2,9,11,1,39.85,1,2,10,5,False,False,True,False
21,48,396.59,6,230.33,2,6,0,26.18,2,5,5,9,False,False,False,True
30,119,453.92,6,7.3,1,5,1,8.82,3,2,1,4,False,False,False,True
48,9,785.3,6,3.17,10,12,1,39.0,2,1,8,6,False,True,False,False
32,55,514.86,1,12.99,7,5,1,32.46,1,2,4,5,False,True,False,False
33,92,1112.92,2,3.52,7,11,3,21.17,3,0,5,2,False,False,True,False
23,107,341.46,6,13.26,1,13,1,17.36,2,2,8,5,False,False,False,False
25,62,326.42,6,2.51,3,2,0,25.13,3,2,9,3,False,False,True,False
43,70,370.23,5,7.61,8,14,1,40.56,1,4,11,6,False,False,True,False
22,103,264.51,2,9.21,7,9,0,55.29,1,3,5,3,False,False,False,True
21,75,72.52,5,34.44,4,9,2,55.51,2,2,6,4,True,False,False,False
24,22,491.63,5,55.02,3,10,3,21.79,1,1,4,3,False,True,False,False
59,5,425.59,6,73.58,8,2,1,41.8,1,1,0,8,False,False,False,False
65,80,202.58,6,18.92,8,14,3,26.1,1,3,7,5,True,False,False,False
22,33,357.18,3,62.8,4,13,2,37.93,1,1,8,5,False,False,False,False
35,11,100.27,5,48.12,9,11,6,38.87,1,2,6,4,False,False,True,False
44,102,133.53,1,3.26,6,3,1,29.18,3,2,10,5,True,False,False,False
44,35,853.23,2,36.04,1,11,2,38.71,1,3,8,6,True,False,False,False
55,98,1172.8,6,21.18,4,9,1,45.23,1,0,10,3,True,False,False,False
37,48,240.5,2,11.92,4,3,1,61.87,2,3,8,8,False,True,False,False
59,93,592.11,4,84.81,1,4,2,25.85,1,3,2,5,False,False,False,True
58,90,777.3,1,20.5,9,5,5,35.0,3,5,6,7,False,False,False,False
51,70,411.01,6,37.47,3,9,2,30.59,1,0,7,2,False,False,True,False
43,46,246.95,2,23.17,8,8,1,18.45,2,3,9,5,False,False,False,False
36,13,314.45,3,6.68,9,14,4,45.35,2,2,5,6,False,False,False,False
42,94,248.06,4,123.45,1,2,1,38.67,1,2,1,6,False,True,False,False
53,84,842.15,2,9.32,11,13,3,45.62,2,3,7,5,False,False,False,True
57,58,316.14,2,113.41,3,4,1,23.6,2,2,6,4,False,False,False,False
63,100,546.92,3,8.39,2,7,2,44.55,2,2,3,5,False,False,True,False
21,12,297.25,2,3.48,5,5,1,45.63,2,1,10,6,False,False,False,False
48,31,28.5,4,3.17,1,7,4,36.46,2,1,3,3,False,True,False,False
65,46,275.69,3,36.94,10,13,3,45.27,1,3,2,5,False,False,False,True
46,106,244.61,5,10.78,5,8,2,27.99,3,1,11,4,False,False,False,False
41,71,12.13,1,35.19,8,4,4,29.34,1,1,9,4,True,False,False,False
47,83,368.7,3,3.08,11,8,2,35.53,3,3,10,6,True,False,False,False
62,22,630.25,3,12.3,10,10,4,44.64,2,2,0,5,False,False,False,False
18,17,552.38,4,1.56,2,6,2,35.54,2,0,4,2,False,False,False,False
61,67,479.87,3,26.22,2,2,2,39.5,2,1,0,4,False,False,False,True
30,64,282.05,3,49.07,8,10,3,42.68,2,2,4,4,False,False,True,False
55,34,143.97,6,33.99,2,14,1,40.01,2,1,4,4,False,False,False,True
